noc_2011_code,census_year,noc_2011_description,bc_low_wage,bc_median_wage,bc_high_wage,bc_data_source,bc_reference_period,bc_annual_wage,vic_low_wage,vic_median_wage,vic_high_wage,vic_data_source,vic_reference_period,vic_annual_wage,msw_low_wage,msw_median_wage,msw_high_wage,msw_data_source,msw_reference_period,msw_annual_wage,tok_low_wage,tok_median_wage,tok_high_wage,tok_data_source,tok_reference_period,tok_annual_wage,kot_low_wage,kot_median_wage,kot_high_wage,kot_data_source,kot_reference_period,kot_annual_wage,car_low_wage,car_median_wage,car_high_wage,car_data_source,car_reference_period,car_annual_wage,north_coast_low_wage,north_coast_median_wage,north_coast_high_wage,north_coast_data_source,north_coast_reference_period,north_coast_annual_wage,nechako_low_wage,nechako_median_wage,nechako_high_wage,nechako_data_source,nechako_reference_period,nechako_annual_wage,ne_coast_low_wage,ne_median_wage,ne_high_wage,ne_data_source,ne_reference_period,ne_annual_wage
3141.0,2011,Audiologists and speech-language pathologists,30.27,37.0,42.23,Employment Insurance Data,2012-2013,HOUR,31.912,37.548,49.4852,National Household Survey,2011,HOUR,30.27,37.4369,44.6481,Employment Insurance Data,2012-2013,HOUR,30.27,37.63,45.05,Employment Insurance Data,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
3142.0,2011,Physiotherapists,25.0,35.5,48.08,Labour Force Survey,2012-2013,HOUR,32.0,36.865,39.81,Employment Insurance Data,2012-2013,HOUR,25.0,35.5,48.08,Labour Force Survey,2012-2013,HOUR,25.0,35.5,48.08,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,31.4,37.29,41.91,Employment Insurance Data,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
3143.0,2011,Occupational therapists,16.0,36.76,43.0,Labour Force Survey,2012-2013,HOUR,16.0,36.76,43.0,Labour Force Survey,2012-2013,HOUR,15.0,37.29,48.0,Labour Force Survey,2012-2013,HOUR,31.67,37.29,38.99,Employment Insurance Data,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
3144.0,2011,Other professional occupations in therapy and assessment,12.798,23.436,35.9928,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,18.0,24.12,35.07,Employment Insurance Data,2012-2013,HOUR,18.7,24.28,25.91,2006 Census - Statistics Canada,2006,HOUR,,,,NA,NA,HOUR,14.14,22.96,33.88,Employment Insurance Data,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
3211.0,2011,Medical laboratory technologists,11.54,28.48,37.82,Labour Force Survey,2012-2013,HOUR,11.54,28.48,37.82,Labour Force Survey,2012-2013,HOUR,11.54,28.0,37.82,Labour Force Survey,2012-2013,HOUR,11.54,28.48,37.82,Labour Force Survey,2012-2013,HOUR,11.54,27.67,38.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,11.54,27.67,38.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
3212.0,2011,Medical laboratory technicians and pathologists' assistants,19.23,22.0,40.0,Labour Force Survey,2012-2013,HOUR,19.23,22.0,40.0,Labour Force Survey,2012-2013,HOUR,15.0,22.0,40.0,Labour Force Survey,2012-2013,HOUR,20.45,21.49,24.6592,Employment Insurance Data,2012-2013,HOUR,19.23,22.0,35.71,Labour Force Survey - Statistics Canada,2011-2012,HOUR,19.23,22.0,35.71,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
3213.0,2011,Animal health technologists and veterinary technicians,12.0,17.0,23.1644,Employment Insurance Data,2012-2013,HOUR,12.0,17.05,22.76,Employment Insurance Data,2012-2013,HOUR,11.4,16.64,23.9717,Employment Insurance Data,2012-2013,HOUR,12.0,17.0,23.1644,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
3214.0,2011,"Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",24.936,32.737,43.8503,National Household Survey,2011,HOUR,28.74,32.67,35.1,Employment Insurance Data,2011-2012,HOUR,23.028,33.135,43.6052,National Household Survey,2011,HOUR,28.37,32.67,38.27,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
3215.0,2011,Medical radiation technologists,30.0,34.0,40.0,Labour Force Survey,2012-2013,HOUR,30.0,34.0,40.0,Labour Force Survey,2012-2013,HOUR,30.0,34.0,40.0,Labour Force Survey,2012-2013,HOUR,30.0,34.0,40.0,Labour Force Survey,2012-2013,HOUR,26.25,34.5,42.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
3216.0,2011,Medical sonographers,20.207,37.11,48.5555,National Household Survey,2011,HOUR,29.69,35.25,38.83,Employment Insurance Data,2011-2012,HOUR,16.498,36.724,50.1092,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
3217.0,2011,"Cardiology technologists and electrophysiological diagnostic technologists, n.e.c.",24.0,30.695,32.43,Employment Insurance Data,2012-2013,HOUR,18.05,26.14,28.92,2006 Census - Statistics Canada,2006,HOUR,24.0,30.695,32.43,Employment Insurance Data,2012-2013,HOUR,21.05,28.03,43.56,2006 Census - Statistics Canada,2006,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
3219.0,2011,Other medical technologists and technicians (except dental health),15.376,22.568,35.3686,National Household Survey,2011,HOUR,16.08,24.01,34.75,2006 Census - Statistics Canada,2006,HOUR,14.844,24.691,35.794,National Household Survey,2011,HOUR,10.25,19.43,20.78,2006 Census - Statistics Canada,2006,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
3221.0,2011,Denturists,25480.0,85069.0,121269.0,National Household Survey,2011,YEAR,,,,NA,NA,YEAR,21033.0,55997.0,125362.0,National Household Survey,2011,YEAR,,,,NA,NA,YEAR,,,,NA,NA,YEAR,,,,NA,NA,YEAR,,,,NA,NA,YEAR,,,,NA,NA,YEAR,NA,NA,NA,NA,NA,YEAR
3222.0,2011,Dental hygienists and dental therapists,30.0,41.0,48.0,Labour Force Survey,2012-2013,HOUR,30.0,41.0,48.0,Labour Force Survey,2012-2013,HOUR,30.0,42.0,48.08,Labour Force Survey,2012-2013,HOUR,30.0,41.0,48.0,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
3223.0,2011,"Dental technologists, technicians and laboratory assistants",15.0,22.06,32.0,Employment Insurance Data,2012-2013,HOUR,13.0,21.0,29.0,Employment Insurance Data,2011-2012,HOUR,16.0,22.055,31.25,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
3231.0,2011,Opticians,10.25,20.359,31.234,National Household Survey,2011,HOUR,12.152,20.193,29.9956,National Household Survey,2011,HOUR,10.25,20.466,31.9088,National Household Survey,2011,HOUR,12.043,24.53,29.0703,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
3232.0,2011,Practitioners of natural healing,,,,NA,NA,HOUR,,,,NA,NA,HOUR,10.25,12.85,36.5,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
3233.0,2011,Licensed practical nurses,20.0,25.76,32.97,Labour Force Survey,2012-2013,HOUR,21.94,26.0,33.8,Labour Force Survey,2012-2013,HOUR,18.3,26.0,32.6,Labour Force Survey,2012-2013,HOUR,20.0,24.5,28.0,Labour Force Survey,2012-2013,HOUR,20.0,25.76,32.97,Labour Force Survey,2012-2013,HOUR,19.38,24.75,35.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
3234.0,2011,Paramedical occupations,14.0,25.38,39.42,Labour Force Survey,2012-2013,HOUR,14.0,25.38,39.42,Labour Force Survey,2012-2013,HOUR,14.0,25.38,39.42,Labour Force Survey,2012-2013,HOUR,14.0,25.38,39.42,Labour Force Survey,2012-2013,HOUR,14.0,25.38,39.42,Labour Force Survey,2012-2013,HOUR,15.0,24.04,36.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,14.0,25.38,39.42,Labour Force Survey,2012-2013,HOUR
3236.0,2011,Massage therapists,14.0,22.5,42.07,Labour Force Survey,2012-2013,HOUR,14.0,22.5,42.07,Labour Force Survey,2012-2013,HOUR,14.0,23.08,42.07,Labour Force Survey,2012-2013,HOUR,14.0,22.5,42.07,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,12.82,20.0,43.0,Employment Insurance Data,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
3237.0,2011,Other technical occupations in therapy and assessment,14.0,22.5,42.07,Labour Force Survey,2012-2013,HOUR,14.0,22.5,42.07,Labour Force Survey,2012-2013,HOUR,14.0,23.08,42.07,Labour Force Survey,2012-2013,HOUR,14.0,22.5,42.07,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,12.82,20.0,43.0,Employment Insurance Data,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
3411.0,2011,Dental assistants,18.0,25.0,33.0,Labour Force Survey,2012-2013,HOUR,18.0,25.0,33.0,Labour Force Survey,2012-2013,HOUR,16.0,25.0,33.0,Labour Force Survey,2012-2013,HOUR,18.0,25.0,33.0,Labour Force Survey,2012-2013,HOUR,19.0,23.39,26.5,Employment Insurance Data,2012-2013,HOUR,17.95,21.33,26.0,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
3413.0,2011,"Nurse aides, orderlies and patient service associates",16.0,20.72,26.3,Labour Force Survey,2012-2013,HOUR,16.0,21.0,28.0,Labour Force Survey,2012-2013,HOUR,16.0,20.7,25.0,Labour Force Survey,2012-2013,HOUR,15.63,20.11,26.0,Labour Force Survey,2012-2013,HOUR,16.0,20.95,25.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,15.8838,20.0,22.6,Employment Insurance Data,2012-2013,HOUR,17.0,21.94,25.04,Employment Insurance Data,2012-2013,HOUR,15.65,21.94,24.0,Employment Insurance Data,2012-2013,HOUR,16.0,20.0,22.6,Employment Insurance Data,2012-2013,HOUR
3414.0,2011,Other assisting occupations in support of health services,11.35,17.5,24.5,Labour Force Survey,2012-2013,HOUR,10.5,16.25,25.0,Labour Force Survey,2012-2013,HOUR,12.0,17.0,32.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,13.5,18.55,23.66,Employment Insurance Data,2012-2013,HOUR,12.5,18.5,23.65,Employment Insurance Data,2012-2013,HOUR,12.0,20.0,23.66,Employment Insurance Data,2012-2013,HOUR,11.625,17.125,23.99,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
4011.0,2011,University professors and lecturers,17.48,39.42,60.58,Labour Force Survey,2012-2013,HOUR,18.54,40.14,64.1,Labour Force Survey,2012-2013,HOUR,16.15,38.7,60.1,Labour Force Survey,2012-2013,HOUR,17.48,39.42,60.58,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,27.617,38.679,124.394,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
4012.0,2011,Post-secondary teaching and research assistants,10.25,19.0,33.0,Labour Force Survey,2012-2013,HOUR,15.0,23.4,36.92,Labour Force Survey,2012-2013,HOUR,10.25,19.0,32.69,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
4021.0,2011,College and other vocational instructors,16.83,33.4,54.27,Labour Force Survey,2012-2013,HOUR,16.0,31.0,45.64,Labour Force Survey,2012-2013,HOUR,16.0,32.0,54.0,Labour Force Survey,2012-2013,HOUR,16.83,33.4,54.27,Labour Force Survey,2012-2013,HOUR,16.83,33.4,54.27,Labour Force Survey,2012-2013,HOUR,16.83,33.4,54.27,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,15.62,34.36,52.84,2006 Census - Statistics Canada,2006,HOUR
4031.0,2011,Secondary school teachers,22.0,34.07,46.7,Labour Force Survey,2012-2013,HOUR,22.0,34.07,46.7,Labour Force Survey,2012-2013,HOUR,20.67,33.0,46.7,Labour Force Survey,2012-2013,HOUR,26.92,36.06,45.0,Labour Force Survey,2012-2013,HOUR,21.427,31.8583,40.7516,Employment Insurance Data,2012-2013,HOUR,22.0,34.07,46.7,Labour Force Survey,2012-2013,HOUR,22.0,34.07,46.7,Labour Force Survey,2012-2013,HOUR,22.0,34.07,46.7,Labour Force Survey,2012-2013,HOUR,22.0,34.07,46.7,Labour Force Survey,2012-2013,HOUR
4032.0,2011,Elementary school and kindergarten teachers,18.5,32.0,47.86,Labour Force Survey,2012-2013,HOUR,19.23,32.54,44.18,Labour Force Survey,2012-2013,HOUR,17.51,31.73,47.88,Labour Force Survey,2012-2013,HOUR,19.78,32.0,51.28,Labour Force Survey,2012-2013,HOUR,18.5,32.0,47.86,Labour Force Survey,2012-2013,HOUR,18.5,32.0,47.86,Labour Force Survey,2012-2013,HOUR,18.5,32.0,47.86,Labour Force Survey,2012-2013,HOUR,18.5,32.0,47.86,Labour Force Survey,2012-2013,HOUR,20.0,32.69,48.08,Labour Force Survey - Statistics Canada,2011-2012,HOUR
4033.0,2011,Educational counsellors,14.91,28.57,42.31,Labour Force Survey,2012-2013,HOUR,14.91,28.57,42.31,Labour Force Survey,2012-2013,HOUR,14.56,28.57,42.31,Labour Force Survey,2012-2013,HOUR,14.91,28.57,42.31,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,14.56,28.57,43.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
4111.0,2011,Judges,68.748,111.16,133.458,National Household Survey,2011,HOUR,23.3,70.81,71.13,2006 Census - Statistics Canada,2006,HOUR,69.44,74.47,101.3,2006 Census - Statistics Canada,2006,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
4112.0,2011,Lawyers and Quebec notaries,39811.0,106361.0,269702.0,National Household Survey,2011,YEAR,20786.0,83902.0,175762.0,National Household Survey,2011,YEAR,43487.0,111133.0,310743.0,National Household Survey,2011,YEAR,36337.0,97448.0,205889.0,National Household Survey,2011,YEAR,34470.0,84257.0,213249.0,2006 Census - Statistics Canada,2006,YEAR,40904.0,56692.0,148992.0,2006 Census - Statistics Canada,2006,YEAR,,,,NA,NA,YEAR,,,,NA,NA,YEAR,"69,927.00","105,905.00","140,065.00",2006 Census - Statistics Canada,2006,YEAR
4151.0,2011,Psychologists,12.825,33.862,60.7252,National Household Survey,2011,HOUR,14.659,36.72,59.5964,National Household Survey,2011,HOUR,11.398,31.786,59.6169,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
4152.0,2011,Social workers,20.2,31.0,36.0,Labour Force Survey,2012-2013,HOUR,20.2,31.0,36.0,Labour Force Survey,2012-2013,HOUR,21.98,30.0,35.16,Labour Force Survey,2012-2013,HOUR,20.2,31.0,36.0,Labour Force Survey,2012-2013,HOUR,19.43,30.26,38.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,20.2,31.0,36.0,Labour Force Survey,2012-2013,HOUR,20.2,31.0,36.0,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,24.07,39.04,46.89,National Household Survey,2011,HOUR
4153.0,2011,"Family, marriage and other related counsellors",16.0,29.72,38.78,Labour Force Survey,2012-2013,HOUR,16.0,29.72,38.78,Labour Force Survey,2012-2013,HOUR,18.0,32.31,40.87,Labour Force Survey,2012-2013,HOUR,16.0,29.72,38.78,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,20.01,29.86,36.36,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
4154.0,2011,Professional occupations in religion,10.38,21.63,38.46,Labour Force Survey,2012-2013,HOUR,10.38,21.63,38.46,Labour Force Survey,2012-2013,HOUR,11.54,22.12,40.38,Labour Force Survey,2012-2013,HOUR,10.38,21.63,38.46,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,10.432,20.048,34.3327,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
4155.0,2011,Probation and parole officers and related occupations,31.31,35.9,43.0,Labour Force Survey,2012-2013,HOUR,31.31,35.9,43.0,Labour Force Survey,2012-2013,HOUR,31.31,35.9,43.0,Labour Force Survey,2012-2013,HOUR,31.31,35.9,43.0,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,18.68,29.65,37.19,Employment Insurance Data,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
4156.0,2011,Employment counsellors,16.0,23.0,28.21,Labour Force Survey,2012-2013,HOUR,16.0,23.0,28.21,Labour Force Survey,2012-2013,HOUR,16.0,23.0,28.21,Labour Force Survey,2012-2013,HOUR,16.0,23.0,28.21,Labour Force Survey,2012-2013,HOUR,16.6,22.245,26.0,Employment Insurance Data,2012-2013,HOUR,17.63,23.96,27.0,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
4161.0,2011,"Natural and applied science policy researchers, consultants and program officers",22.56,36.0,46.15,Labour Force Survey,2012-2013,HOUR,22.56,36.0,46.15,Labour Force Survey,2012-2013,HOUR,22.56,33.0,46.7,Labour Force Survey,2012-2013,HOUR,20.19,28.72,45.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,20.19,28.72,45.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,20.19,28.72,45.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,30.54,30.87,77.13,2006 Census - Statistics Canada,2006,HOUR
4162.0,2011,Economists and economic policy researchers and analysts,13.498,38.791,55.0877,National Household Survey,2011,HOUR,21.56,38.06,53.0416,Employment Insurance Data,2012-2013,HOUR,20.0,38.3592,56.2602,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
4163.0,2011,Business development officers and marketing researchers and consultants,18.27,25.0,41.63,Labour Force Survey,2012-2013,HOUR,13.25,23.97,37.4625,Employment Insurance Data,2012-2013,HOUR,18.27,24.34,41.63,Labour Force Survey,2012-2013,HOUR,18.27,25.0,41.63,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,17.0,27.69,45.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
4164.0,2011,"Social policy researchers, consultants and program officers",16.63,28.85,43.34,Labour Force Survey,2012-2013,HOUR,16.63,28.85,43.34,Labour Force Survey,2012-2013,HOUR,17.0,29.23,43.34,Labour Force Survey,2012-2013,HOUR,17.0,24.62,35.9,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
4165.0,2011,"Health policy researchers, consultants and program officers",18.0,32.0,48.08,Labour Force Survey,2012-2013,HOUR,18.0,30.77,46.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,21.98,32.0,55.0,Labour Force Survey,2012-2013,HOUR,18.0,32.0,48.08,Labour Force Survey,2012-2013,HOUR,18.0,30.77,46.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
4166.0,2011,"Education policy researchers, consultants and program officers",15.87,30.22,45.05,Labour Force Survey,2012-2013,HOUR,15.87,30.22,45.05,Labour Force Survey,2012-2013,HOUR,15.87,30.22,45.05,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,12.06,26.75,41.67,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
4167.0,2011,"Recreation, sports and fitness policy researchers, consultants and program officers",15.5,24.0,35.71,Labour Force Survey,2012-2013,HOUR,15.5,24.0,35.71,Labour Force Survey,2012-2013,HOUR,15.5,24.0,35.71,Labour Force Survey,2012-2013,HOUR,15.5,24.73,35.9,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,15.5,24.73,35.9,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
4168.0,2011,Program officers unique to government,15.792,33.374,64.6884,National Household Survey,2011,HOUR,24.541,35.406,59.2322,National Household Survey,2011,HOUR,16.292,34.912,67.7039,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
4169.0,2011,"Other professional occupations in social science, n.e.c.",17.531,31.083,49.8935,National Household Survey,2011,HOUR,16.618,26.256,40.8102,National Household Survey,2011,HOUR,17.758,31.578,52.4807,National Household Survey,2011,HOUR,20.0,26.75,33.5,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
4211.0,2011,Paralegal and related occupations,16.15,25.0,37.97,Labour Force Survey,2012-2013,HOUR,16.15,25.0,37.97,Labour Force Survey,2012-2013,HOUR,16.15,25.64,41.21,Labour Force Survey,2012-2013,HOUR,16.15,25.0,37.97,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
4212.0,2011,Social and community service workers,15.0,19.0,26.89,Labour Force Survey,2012-2013,HOUR,15.0,18.5,28.85,Labour Force Survey,2012-2013,HOUR,15.0,19.5,25.26,Labour Force Survey,2012-2013,HOUR,14.56,19.0,26.99,Labour Force Survey,2012-2013,HOUR,16.6,18.92,27.0,Labour Force Survey,2012-2013,HOUR,15.0,19.0,26.89,Labour Force Survey,2012-2013,HOUR,15.0,19.0,26.89,Labour Force Survey,2012-2013,HOUR,15.0,19.0,26.89,Labour Force Survey,2012-2013,HOUR,15.0,19.0,26.89,Labour Force Survey,2012-2013,HOUR
4214.0,2011,Early childhood educators and assistants,11.0,16.0,24.84,Labour Force Survey,2012-2013,HOUR,13.0,16.25,25.0,Labour Force Survey,2012-2013,HOUR,10.4,16.0,23.42,Labour Force Survey,2012-2013,HOUR,11.0,16.0,24.84,Labour Force Survey,2012-2013,HOUR,13.0,16.0,19.32,Employment Insurance Data,2012-2013,HOUR,11.0,16.0,24.84,Labour Force Survey,2012-2013,HOUR,11.0,16.0,24.84,Labour Force Survey,2012-2013,HOUR,11.22,15.0,20.27,Employment Insurance Data,2012-2013,HOUR,NA,NA,NA,NA,NA,HOUR
4215.0,2011,Instructors of persons with disabilities,10.25,21.831,36.3174,National Household Survey,2011,HOUR,15.5,20.85,35.19,Employment Insurance Data,2011-2012,HOUR,14.4279,22.91,32.4176,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
4216.0,2011,Other instructors,12.02,18.5,30.23,Labour Force Survey,2012-2013,HOUR,12.02,18.5,30.23,Labour Force Survey,2012-2013,HOUR,10.25,18.0,30.23,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
4217.0,2011,Other religious occupations,13.1522,17.5,24.4404,Employment Insurance Data,2012-2013,HOUR,10.25,14.13,28.59,2006 Census - Statistics Canada,2006,HOUR,13.1522,17.5,24.4404,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
4311.0,2011,Police officers (except commissioned),19.23,37.5,45.0,Labour Force Survey,2012-2013,HOUR,17.48,37.0,46.0,Labour Force Survey,2012-2013,HOUR,19.23,37.98,44.71,Labour Force Survey,2012-2013,HOUR,19.23,37.5,45.0,Labour Force Survey,2012-2013,HOUR,19.23,37.5,45.0,Labour Force Survey,2012-2013,HOUR,19.23,37.5,45.0,Labour Force Survey,2012-2013,HOUR,19.23,37.5,45.0,Labour Force Survey,2012-2013,HOUR,10.25,38.241,55.2223,National Household Survey,2011,HOUR,19.23,37.5,45.0,Labour Force Survey,2012-2013,HOUR
4312.0,2011,Firefighters,22.04,35.0,43.0,Labour Force Survey,2012-2013,HOUR,22.04,35.0,43.0,Labour Force Survey,2012-2013,HOUR,22.04,35.0,43.0,Labour Force Survey,2012-2013,HOUR,22.04,35.0,43.0,Labour Force Survey,2012-2013,HOUR,22.04,35.0,44.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,22.04,35.0,43.0,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
