census_year,noc_code,noc_description,wage_period,bc_low_10thpctl,bc_hgh_90thpctl,bc_median_wage,bc_ref_period,bc_data_source,vancvr_isld_coast_low_10thpctl,vancvr_isld_coast_hgh_90thpctl,vancvr_isld_coast_median_wage,vancvr_isld_coast_ref_period,vancvr_isld_coast_data_source,north_east_low_10thpctl,north_east_hgh_90thpctl,north_east_median_wage,north_east_ref_period,north_east_data_source,north_coast_low_10thpctl,north_coast_hgh_90thpctl,north_coast_median_wage,north_coast_ref_period,north_coast_data_source,thompson_okanagan_low_10thpctl,thompson_okanagan_hgh_90thpctl,thompson_okanagan_median_wage,thompson_okanagan_ref_period,thompson_okanagan_data_source,cariboo_low_10thpctl,cariboo_hgh_90thpctl,cariboo_median_wage,cariboo_ref_period,cariboo_data_source,mainland_sthwest_low_10thpctl,mainland_sthwest_hgh_90thpctl,mainland_southwest_median_wage,mainland_sthwest_ref_period,mainland_sthwest_data_source,kootenays_low_10thpctl,kootenays_hgh_90thpctl,kootenays_median_wage,kootenays_ref_period,kootenays_data_source,nechako_low_10thpctl,nechako_hgh_90thpctl,nechako_median_wage,nechako_data_source,nechako_ref_period
2011,7533,Boat and cable ferry operators and related occupations,HOUR,19.26,25,23.22,2012-2013,Employment Insurance Data,19.2518,24.99,23.22,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,19.26,25,23.22,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,7534,Air transport ramp attendants,HOUR,10.25,30.335,21.159,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,,,,,,10.25,33.8258,24.317,2011,National Household Survey,,,,,,,,,,
2011,7535,Other automotive mechanical installers and servicers,HOUR,10.25,33,14,2012-2013,Labour Force Survey,10.25,33,15,2011-2012,Labour Force Survey - Statistics Canada,,,,,,,,,,,10.25,33,15,2011-2012,Labour Force Survey - Statistics Canada,10.25,33,14,2012-2013,Labour Force Survey,10.25,33,14,2012-2013,Labour Force Survey,,,,,,,,,,
2011,7611,Construction trades helpers and labourers,HOUR,12,30,20,2012-2013,Labour Force Survey,12.5,28,18,2012-2013,Labour Force Survey,10.25,40.9,23.61,2011,National Household Survey,14,30.1,22.775,2012-2013,Employment Insurance Data,13.2,30,20,2012-2013,Labour Force Survey,13.224,42.1058,23.251,2011,National Household Survey,12,32,20,2012-2013,Labour Force Survey,14.5,30,20,2012-2013,Employment Insurance Data,15,27,20.8,Employment Insurance Data,2012-2013
2011,7612,Other trades helpers and labourers,HOUR,12,29.53,20,2012-2013,Employment Insurance Data,13,32,20,2012-2013,Employment Insurance Data,,,,,,,,,,,12.75,29.53,20,2012-2013,Employment Insurance Data,14,28.7,22,2012-2013,Employment Insurance Data,11,29.29,18.125,2012-2013,Employment Insurance Data,13,30,21.13,2012-2013,Employment Insurance Data,,,,,
2011,7621,Public works and maintenance labourers,HOUR,15,29,21,2012-2013,Labour Force Survey,15,29,21,2012-2013,Labour Force Survey,12.55,24.52,20,2010-2011,Employment Insurance Data,,,,,,15,29,21,2012-2013,Labour Force Survey,15,29,21,2012-2013,Labour Force Survey,15,29,21,2012-2013,Labour Force Survey,12,27,19.542,2012-2013,Employment Insurance Data,,,,,
2011,7622,Railway and motor transport labourers,HOUR,12.12,25,17.5,2012-2013,Employment Insurance Data,11,25.06,15.3,2012-2013,Employment Insurance Data,,,,,,,,,,,12.5,26,18.425,2012-2013,Employment Insurance Data,15.455,25,21,2012-2013,Employment Insurance Data,12,23.8242,16.57,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,8211,"Supervisors, logging and forestry",HOUR,17.9435,35,28.08,2012-2013,Employment Insurance Data,20,36,30.48,2012-2013,Employment Insurance Data,18,35,28,2010-2011,Employment Insurance Data,,,,,,19,35,25.88,2012-2013,Employment Insurance Data,18,35,27.35,2012-2013,Employment Insurance Data,10.25,41.22,26.79,2006,2006 Census - Statistics Canada,11.2,36.51,26.81,2006,2006 Census - Statistics Canada,,,,,
2011,8221,"Supervisors, mining and quarrying",HOUR,24.179,63.7777,41.548,2011,National Household Survey,24.77,43.78,31.27,2006,2006 Census - Statistics Canada,,,,,,,,,,,22.5,55,40,2012-2013,Employment Insurance Data,,,,,,,,,,,28.99,47.9,37.38,2006,2006 Census - Statistics Canada,,,,,
2011,8222,"Contractors and supervisors, oil and gas drilling and services",HOUR,10.25,50.7682,32.426,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,8231,Underground production and development miners,HOUR,21,38,33,2012-2013,Labour Force Survey,21,38,33,2012-2013,Labour Force Survey,,,,,,,,,,,21,38,33,2012-2013,Labour Force Survey,23.975,33.5,30,2012-2013,Employment Insurance Data,19.51,42.3614,30,2012-2013,Employment Insurance Data,21,38,33,2012-2013,Labour Force Survey,,,,,
2011,8232,"Oil and gas well drillers, servicers, testers and related workers",HOUR,18.33,45,37.7815,2012-2013,Employment Insurance Data,21.75,45.7,38.5,2012-2013,Employment Insurance Data,,,,,,,,,,,19.75,45,40,2012-2013,Employment Insurance Data,,,,,,15,42.2,35,2011-2012,Employment Insurance Data,,,,,,,,,,
2011,8241,Logging machinery operators,HOUR,22,31,27.5,2012-2013,Labour Force Survey,25.67,35,31,2012-2013,Employment Insurance Data,20,31,28,2011-2012,Labour Force Survey - Statistics Canada,18.5,30.23,26.5,2012-2013,Employment Insurance Data,20,31,28,2011-2012,Labour Force Survey - Statistics Canada,20,28.12,26,2012-2013,Employment Insurance Data,19.19,32.5,28.5,2012-2013,Employment Insurance Data,21,31.5,26,2012-2013,Employment Insurance Data,10.25,37.2307,27.605,National Household Survey,2011
2011,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",HOUR,11,20,14.6271,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,11.5,18,14,2012-2013,Employment Insurance Data,,,,,,10.25,22,15,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,8255,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services",HOUR,10.25,33.4329,17.363,2011,National Household Survey,10.25,28.2051,16.228,2011,National Household Survey,,,,,,,,,,,10.25,33.4329,17.363,2011,National Household Survey,,,,,,10.25,35.5183,19.379,2011,National Household Survey,,,,,,,,,,
2011,8261,Fishing masters and officers,HOUR,13.0208,50,26,2012-2013,Employment Insurance Data,11.8988,50,25.21,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,8262,Fishermen/women,HOUR,11.3122,50,20,2012-2013,Employment Insurance Data,11.3122,48.4809,19.3924,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,11.3122,50,25,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,8411,Underground mine service and support workers,HOUR,16.66,35.37,28.145,2012-2013,Employment Insurance Data,16.66,32.7,26.95,2011-2012,Employment Insurance Data,,,,,,,,,,,16.5,35,25,2012-2013,Employment Insurance Data,,,,,,13.25,33,25,2012-2013,Employment Insurance Data,25,38,32.93,2012-2013,Employment Insurance Data,,,,,
2011,8412,Oil and gas well drilling and related workers and services operators,HOUR,28,37.5,32.5,2012-2013,Employment Insurance Data,26.425,37.5,33.415,2012-2013,Employment Insurance Data,25.89,35,30,2010-2011,Employment Insurance Data,,,,,,28,38,33,2012-2013,Employment Insurance Data,25,37,34,2012-2013,Employment Insurance Data,28,38.4615,32,2012-2013,Employment Insurance Data,30,37.5,32,2012-2013,Employment Insurance Data,,,,,
2011,8421,Chain saw and skidder operators,HOUR,20,40,28,2012-2013,Labour Force Survey,25,45.08,30.275,2012-2013,Employment Insurance Data,20,32,27,2012-2013,Employment Insurance Data,24,45.08,28.6,2012-2013,Employment Insurance Data,20,35,26,2012-2013,Employment Insurance Data,20,32,26,2012-2013,Employment Insurance Data,18.22,32,26,2012-2013,Employment Insurance Data,22,35,26,2012-2013,Employment Insurance Data,22,31,26.175,Employment Insurance Data,2012-2013
2011,8422,Silviculture and forestry workers,HOUR,10.25,39.445,22.985,2011,National Household Survey,17,32.25,21.29,2012-2013,Employment Insurance Data,16,29.29,20,2011-2012,Employment Insurance Data,15,30,21.565,2012-2013,Employment Insurance Data,14,29.29,19.87,2012-2013,Employment Insurance Data,16,30,20,2012-2013,Employment Insurance Data,17,26.63,20,2012-2013,Employment Insurance Data,18,34,21,2012-2013,Employment Insurance Data,15.75,30,20,Employment Insurance Data,2012-2013
2011,8431,General farm workers,HOUR,10.25,23.21,14,2012-2013,Labour Force Survey,10.25,23.21,14,2012-2013,Labour Force Survey,,,,,,,,,,,10.5,16.65,12.48,2012-2013,Employment Insurance Data,10.5,20,14,2012-2013,Employment Insurance Data,10.25,20,13.19,2012-2013,Labour Force Survey,11,20,14,2012-2013,Employment Insurance Data,,,,,
2011,8432,Nursery and greenhouse workers,HOUR,10.25,19.3,11.5,2012-2013,Labour Force Survey,10.25,19.3,11.5,2012-2013,Labour Force Survey,,,,,,,,,,,11,18.38,13,2012-2013,Employment Insurance Data,10.5,16.84,11.5,2012-2013,Employment Insurance Data,10.25,19.3,11,2012-2013,Labour Force Survey,10.89,17,12.48,2012-2013,Employment Insurance Data,,,,,
2011,8441,Fishing vessel deckhands,HOUR,11.842,40,20,2012-2013,Employment Insurance Data,11.5902,30,18.6681,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,11.71,42.72,21.84,2011-2012,Employment Insurance Data,,,,,,,,,,
2011,8442,Trappers and hunters,HOUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,8611,Harvesting labourers,HOUR,10.25,20.82,12,2012-2013,Labour Force Survey,,,,,,,,,,,,,,,,,,,,,,,,,,10.25,23,11.75,2012-2013,Labour Force Survey,,,,,,,,,,
2011,8612,Landscaping and grounds maintenance labourers,HOUR,12,27,17,2012-2013,Labour Force Survey,12,30,18,2012-2013,Labour Force Survey,14,24.7,20.26,2012-2013,Employment Insurance Data,10.25,25.71,15,2012-2013,Employment Insurance Data,12,27,17,2012-2013,Labour Force Survey,11.5,25,16,2012-2013,Employment Insurance Data,12,25,16,2012-2013,Labour Force Survey,10.5,19.5,14,2012-2013,Employment Insurance Data,,,,,
2011,8613,Aquaculture and marine harvest labourers,HOUR,12.5,23,16.5,2012-2013,Employment Insurance Data,14,24,17,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,8614,Mine labourers,HOUR,15.26,32,23,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,18.1343,38.5,25,2012-2013,Employment Insurance Data,17.5,27,21.9249,2012-2013,Employment Insurance Data,13.9,37,25.08,2012-2013,Employment Insurance Data,13.5,30,20,2012-2013,Employment Insurance Data,17,25,22,Employment Insurance Data,2012-2013
2011,8615,"Oil and gas drilling, servicing and related labourers",HOUR,14.721,57.8229,28.742,2011,National Household Survey,21,31,29.4,2012-2013,Employment Insurance Data,18.14,62.46,28.34,2011,National Household Survey,,,,,,22,30.25,29.4,2012-2013,Employment Insurance Data,20,32,28,2012-2013,Employment Insurance Data,21,30.5,29.4,2012-2013,Employment Insurance Data,20,31.7762,29.15,2012-2013,Employment Insurance Data,,,,,
2011,8616,Logging and forestry labourers,HOUR,10.25,36.409,23.722,2011,National Household Survey,15.56,40,26.11,2012-2013,Employment Insurance Data,10.25,35.68,21.85,2006,2006 Census - Statistics Canada,,,,,,12,30,18.275,2012-2013,Employment Insurance Data,12,32,20,2012-2013,Employment Insurance Data,15,35,24.955,2012-2013,Employment Insurance Data,16.35,35,25,2012-2013,Employment Insurance Data,13,35,20,Employment Insurance Data,2012-2013
2011,9211,"Supervisors, mineral and metal processing",HOUR,17.17,58.8822,38.556,2011,National Household Survey,,,,,,,,,,,,,,,,11.05,38.22,29.92,2006,2006 Census - Statistics Canada,,,,,,14.6,47.1327,28.355,2011,National Household Survey,,,,,,,,,,
2011,9212,"Supervisors, petroleum, gas and chemical processing and utilities",HOUR,19.521,61.8205,35.701,2011,National Household Survey,16.2,41.83,27,2011-2012,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,19.595,55.8164,34.88,2011,National Household Survey,,,,,,,,,,
2011,9213,"Supervisors, food, beverage and associated products processing",HOUR,14.42,35.58,23.5,2012-2013,Labour Force Survey,14.65,38.46,22.63,2011-2012,Labour Force Survey - Statistics Canada,,,,,,,,,,,14.65,38.46,22.63,2011-2012,Labour Force Survey - Statistics Canada,,,,,,14.42,35.58,23.5,2012-2013,Labour Force Survey,,,,,,,,,,
2011,9214,"Supervisors, plastic and rubber products manufacturing",HOUR,17.878,44.078,27.154,2011,National Household Survey,,,,,,,,,,,,,,,,12.36,35.56,20,2011-2012,Employment Insurance Data,,,,,,17.868,44.0173,27.708,2011,National Household Survey,,,,,,,,,,
2011,9215,"Supervisors, forest products processing",HOUR,18.51,44.71,30.22,2012-2013,Labour Force Survey,18.51,44.71,30.22,2012-2013,Labour Force Survey,17,38.08,28,2011-2012,Labour Force Survey - Statistics Canada,,,,,,18.51,44.71,30.22,2012-2013,Labour Force Survey,18.51,44.71,30.22,2012-2013,Labour Force Survey,18.51,44.71,30.22,2012-2013,Labour Force Survey,17,38.08,28,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,9217,"Supervisors, textile, fabric, fur and leather products processing and manufacturing",HOUR,11.012,52.6429,25.492,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,,,,,,10.25,19.62,15.95,2006,2006 Census - Statistics Canada,,,,,,,,,,
2011,9221,"Supervisors, motor vehicle assembling",HOUR,19.84,49.73,24.21,2006,2006 Census - Statistics Canada,,,,,,,,,,,,,,,,20.89,49.79,24.02,2006,2006 Census - Statistics Canada,,,,,,19.84,33.39,24.78,2006,2006 Census - Statistics Canada,,,,,,,,,,
2011,9222,"Supervisors, electronics manufacturing",HOUR,19.187,41.9351,25.643,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,,,,,,19.206,42.1411,25.256,2011,National Household Survey,,,,,,,,,,
2011,9223,"Supervisors, electrical products manufacturing",HOUR,15.43,39.82,24.37,2006,2006 Census - Statistics Canada,,,,,,,,,,,,,,,,,,,,,,,,,,13.04,37.74,20.93,2006,2006 Census - Statistics Canada,,,,,,,,,,
2011,9224,"Supervisors, furniture and fixtures manufacturing",HOUR,14.639,39.7868,27.103,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,,,,,,14.83,40.403,27.451,2011,National Household Survey,,,,,,,,,,
2011,9226,"Supervisors, other mechanical and metal products manufacturing",HOUR,24,43.27,29.1,2012-2013,Labour Force Survey,,,,,,,,,,,,,,,,11.24,30.39,22.36,2006,2006 Census - Statistics Canada,,,,,,16.09,42.88,26.87,2006,2006 Census - Statistics Canada,,,,,,,,,,
2011,9227,"Supervisors, other products manufacturing and assembly",HOUR,13.541,31.619,22.562,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,,,,,,13.734,28.4162,22.943,2011,National Household Survey,,,,,,,,,,
2011,9231,"Central control and process operators, mineral and metal processing",HOUR,24.716,59.9176,38.671,2011,National Household Survey,,,,,,,,,,,,,,,,14.96,34.85,32.85,2006,2006 Census - Statistics Canada,,,,,,18.04,32.54,25.69,2006,2006 Census - Statistics Canada,30.018,64.4331,42.924,2011,National Household Survey,,,,,
2011,9232,"Petroleum, gas and chemical process operators",HOUR,22,40,33,2012-2013,Labour Force Survey,,,,,,16.25,55.76,34.35,2006,2006 Census - Statistics Canada,,,,,,,,,,,,,,,,22,40,33,2012-2013,Labour Force Survey,,,,,,,,,,
2011,9235,"Pulping, papermaking and coating control operators",HOUR,12.581,50.6595,41.235,2011,National Household Survey,10.25,50.0933,41.005,2011,National Household Survey,,,,,,,,,,,,,,,,30.23,48.55,33.91,2006,2006 Census - Statistics Canada,16.725,54.1245,36.144,2011,National Household Survey,,,,,,,,,,
2011,9241,Power engineers and power systems operators,HOUR,20,38,27,2012-2013,Labour Force Survey,20,37,26.77,2011-2012,Labour Force Survey - Statistics Canada,,,,,,,,,,,20,38,27,2012-2013,Labour Force Survey,20,38,27,2012-2013,Labour Force Survey,21,38,26,2012-2013,Labour Force Survey,20,38,27,2012-2013,Labour Force Survey,,,,,
2011,9243,Water and waste treatment plant operators,HOUR,14.824,41.9748,29.642,2011,National Household Survey,21.307,40.3334,26.703,2011,National Household Survey,,,,,,,,,,,13.543,34.6809,29.054,2011,National Household Survey,,,,,,12.962,48.3001,30.589,2011,National Household Survey,17,31.98,23.65,2011-2012,Employment Insurance Data,,,,,
2011,9411,"Machine operators, mineral and metal processing",HOUR,19.208,49.0829,32.126,2011,National Household Survey,,,,,,,,,,,26.375,57.6804,37.374,2011,National Household Survey,15.46,40.76,22.88,2006,2006 Census - Statistics Canada,,,,,,14.09,58.4552,32.441,2011,National Household Survey,10.25,26.23,21.71,2006,2006 Census - Statistics Canada,,,,,
2011,9412,Foundry workers,HOUR,17.248,38.398,28.509,2011,National Household Survey,,,,,,,,,,,,,,,,13.87,29.13,20,2011-2012,Employment Insurance Data,,,,,,16.909,34.6125,25.244,2011,National Household Survey,,,,,,,,,,
2011,9413,Glass forming and finishing machine operators and glass cutters,HOUR,12,21.5,16.625,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,10.25,30.44,19.23,2006,2006 Census - Statistics Canada,,,,,,11.5,21.35,16.48,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,9414,"Concrete, clay and stone forming operators",HOUR,15,28.55,20,2012-2013,Employment Insurance Data,14,30,20,2012-2013,Employment Insurance Data,,,,,,,,,,,16,27.735,21,2012-2013,Employment Insurance Data,,,,,,15,29.24,20,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,9415,"Inspectors and testers, mineral and metal processing",HOUR,13.501,41.2213,27.099,2011,National Household Survey,,,,,,,,,,,,,,,,11.74,32,20,2011-2012,Employment Insurance Data,,,,,,13,35,24,2011-2012,Labour Force Survey - Statistics Canada,,,,,,,,,,
2011,9416,Metalworking and forging machine operators,HOUR,15,28.59,20.835,2012-2013,Employment Insurance Data,15,28.59,20.835,2012-2013,Employment Insurance Data,,,,,,,,,,,13.71,28.19,20.41,2006,2006 Census - Statistics Canada,,,,,,15,28.3,21.52,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,9417,Machining tool operators,HOUR,14,27,18.8,2012-2013,Employment Insurance Data,13.5,27.65,18.5,2011-2012,Employment Insurance Data,,,,,,,,,,,13.695,26.69,17.715,2012-2013,Employment Insurance Data,,,,,,14,27,18.84,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,9418,Other metal products machine operators,HOUR,10.25,46.3321,19.926,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,,,,,,11.913,45.1281,20.533,2011,National Household Survey,,,,,,,,,,
2011,9421,Chemical plant machine operators,HOUR,14.239,42.5408,25.809,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,,,,,,14.898,44.2876,24.965,2011,National Household Survey,,,,,,,,,,
2011,9422,Plastics processing machine operators,HOUR,10.795,30.0088,20.646,2011,National Household Survey,,,,,,,,,,,,,,,,10.7,22.39,15,2011-2012,Employment Insurance Data,,,,,,10.25,30.5607,20.379,2011,National Household Survey,,,,,,,,,,
2011,9423,Rubber processing machine operators and related workers,HOUR,13,28,16,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,12,29.82,15.5,2012-2013,Employment Insurance Data,,,,,,13,25.33,16.37,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,9431,Sawmill machine operators,HOUR,14,30,26,2012-2013,Labour Force Survey,15,30.14,22.25,2012-2013,Employment Insurance Data,10.25,44.08,25.66,2006,2006 Census - Statistics Canada,,,,,,14,30,26,2012-2013,Labour Force Survey,14,30,26,2012-2013,Labour Force Survey,14,30,26,2012-2013,Labour Force Survey,15,30,26,2011-2012,Labour Force Survey - Statistics Canada,14,30,26,Labour Force Survey,2012-2013
2011,9432,Pulp mill machine operators,HOUR,23.223,45.856,37.039,2011,National Household Survey,14.083,47.913,38.875,2011,National Household Survey,,,,,,,,,,,,,,,,31.741,44.7302,37.683,2011,National Household Survey,21.41,42.57,25.92,2006,2006 Census - Statistics Canada,23.34,38.61,29.23,2006,2006 Census - Statistics Canada,,,,,
2011,9433,Papermaking and finishing machine operators,HOUR,10.25,44.6489,34.622,2011,National Household Survey,26.57,46.55,31.75,2006,2006 Census - Statistics Canada,,,,,,,,,,,,,,,,,,,,,11.522,43.4744,33.379,2011,National Household Survey,,,,,,,,,,
2011,9434,Other wood processing machine operators,HOUR,11.988,38.9924,27.546,2011,National Household Survey,14.5,29.4,25.72,2011-2012,Employment Insurance Data,,,,,,,,,,,11.131,32.8318,24.457,2011,National Household Survey,22.718,36.9942,29.709,2011,National Household Survey,14,28.13,22.83,2011-2012,Employment Insurance Data,15,31.11,26,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,9435,Paper converting machine operators,HOUR,18.748,39.9748,29.463,2011,National Household Survey,,,,,,,,,,,,,,,,17.12,31.47,24.85,2006,2006 Census - Statistics Canada,,,,,,19.064,39.7398,29.337,2011,National Household Survey,,,,,,,,,,
2011,9436,Lumber graders and other wood processing inspectors and graders,HOUR,15.448,43.8355,31.919,2011,National Household Survey,19.27,30.51,29.53,2011-2012,Employment Insurance Data,,,,,,,,,,,18,30.06,26.87,2011-2012,Employment Insurance Data,25.325,37.6628,30.577,2011,National Household Survey,10.906,72.2732,27.054,2011,National Household Survey,19.62,30.74,27.52,2006,2006 Census - Statistics Canada,,,,,
2011,9437,Woodworking machine operators,HOUR,10.25,29.5044,18.502,2011,National Household Survey,13,28,18.86,2010-2011,Employment Insurance Data,,,,,,,,,,,13,26.63,18.94,2012-2013,Employment Insurance Data,12,26.63,17.5,2011-2012,Employment Insurance Data,10.25,26.5166,18.323,2011,National Household Survey,,,,,,,,,,
2011,9441,"Textile fibre and yarn, hide and pelt processing machine operators and workers",HOUR,10.5,23.05,14,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,19.86,13.25,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,9442,"Weavers, knitters and other fabric making occupations",HOUR,10.25,41.9319,17.746,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,,,,,,10.25,18,13,2011-2012,Employment Insurance Data,,,,,,,,,,
2011,9445,"Fabric, fur and leather cutters",HOUR,10.25,21,14,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,,,,,,10.25,21,14,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,9446,Industrial sewing machine operators,HOUR,10.25,25,11,2012-2013,Labour Force Survey,,,,,,,,,,,,,,,,10.25,16.16,11.45,2011-2012,Employment Insurance Data,,,,,,10.25,25,11,2012-2013,Labour Force Survey,,,,,,,,,,
2011,9447,"Inspectors and graders, textile, fabric, fur and leather products manufacturing",HOUR,10.25,16,11,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,,,,,,10.25,14.56,11,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,9461,"Process control and machine operators, food, beverage and associated products processing",HOUR,11,30,17,2012-2013,Labour Force Survey,10.25,25,16.07,2011-2012,Labour Force Survey - Statistics Canada,,,,,,,,,,,11,30,17,2012-2013,Labour Force Survey,,,,,,11,32,17,2012-2013,Labour Force Survey,,,,,,,,,,
2011,9462,"Industrial butchers and meat cutters, poultry preparers and related workers",HOUR,10.4,29.2,19.15,2012-2013,Labour Force Survey,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,29.2,19.15,2012-2013,Labour Force Survey,,,,,,,,,,
2011,9463,Fish and seafood plant workers,HOUR,10.25,18.68,14,2012-2013,Employment Insurance Data,12,19.45,16,2012-2013,Employment Insurance Data,,,,,,12.5,18.88,15,2012-2013,Employment Insurance Data,,,,,,,,,,,10.25,25.0618,13.891,2011,National Household Survey,,,,,,,,,,
2011,9465,"Testers and graders, food, beverage and associated products processing",HOUR,10.25,29.6863,21.176,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,,,,,,12.707,29.4617,21.691,2011,National Household Survey,,,,,,,,,,
2011,9471,Plateless printing equipment operators,HOUR,10.25,30.3982,18.262,2011,National Household Survey,10.25,33.6442,21.501,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,10.261,29.776,18.573,2011,National Household Survey,,,,,,,,,,
2011,9472,"Camera, platemaking and other prepress occupations",HOUR,15.578,39.7236,25.227,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,,,,,,15.648,40.7895,25.307,2011,National Household Survey,,,,,,,,,,
2011,9473,Binding and finishing machine operators,HOUR,10.25,28.7292,17.22,2011,National Household Survey,,,,,,,,,,,,,,,,10.25,18.67,16.41,2006,2006 Census - Statistics Canada,,,,,,11.883,28.8288,20.119,2011,National Household Survey,,,,,,,,,,
2011,9474,Photographic and film processors,HOUR,10.25,27.1188,14.366,2011,National Household Survey,10.25,65.86,11.13,2006,2006 Census - Statistics Canada,,,,,,,,,,,10.6,22.96,14.63,2011-2012,Employment Insurance Data,,,,,,10.521,26.5271,17.749,2011,National Household Survey,,,,,,,,,,
2011,9521,Aircraft assemblers and aircraft assembly inspectors,HOUR,10.25,34.2322,22.126,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,,,,,,19.73,39.22,25.37,2006,2006 Census - Statistics Canada,,,,,,,,,,
2011,9522,"Motor vehicle assemblers, inspectors and testers",HOUR,10.25,32.822,24.757,2011,National Household Survey,,,,,,,,,,,,,,,,10.25,28.6569,20.382,2011,National Household Survey,,,,,,10.25,32.9771,24.846,2011,National Household Survey,,,,,,,,,,
2011,9523,"Electronics assemblers, fabricators, inspectors and testers",HOUR,10.25,23,15,2012-2013,Labour Force Survey,,,,,,,,,,,,,,,,,,,,,,,,,,10.25,23,15,2012-2013,Labour Force Survey,,,,,,,,,,
2011,9524,"Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",HOUR,13.475,35.5092,20.759,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,,,,,,12.763,34.8187,20.784,2011,National Household Survey,,,,,,,,,,
2011,9525,"Assemblers, fabricators and inspectors, industrial electrical motors and transformers",HOUR,14.979,32.1741,21.919,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,,,,,,13.775,28,18.5,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,9526,Mechanical assemblers and inspectors,HOUR,12.804,33.5688,20.287,2011,National Household Survey,,,,,,,,,,,,,,,,12.24,30,20,2011-2012,Labour Force Survey - Statistics Canada,,,,,,12.632,34.8722,20.336,2011,National Household Survey,,,,,,,,,,
2011,9527,"Machine operators and inspectors, electrical apparatus manufacturing",HOUR,13,30.1,17.975,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,,,,,,13,28,16.37,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,9531,Boat assemblers and inspectors,HOUR,15,30,19,2012-2013,Employment Insurance Data,15,28,19,2011-2012,Employment Insurance Data,,,,,,,,,,,10.25,17.51,11.6,2006,2006 Census - Statistics Canada,,,,,,10.25,30.99,18.64,2006,2006 Census - Statistics Canada,,,,,,,,,,
2011,9532,Furniture and fixture assemblers and inspectors,HOUR,11,22,15.4,2012-2013,Employment Insurance Data,11,20.25,15,2011-2012,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,11,22,15.5,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,9533,Other wood products assemblers and inspectors,HOUR,12,25,17.545,2012-2013,Employment Insurance Data,14,23.26,17.15,2012-2013,Employment Insurance Data,,,,,,,,,,,14,26.09,19.48,2012-2013,Employment Insurance Data,12,24.5,17,2011-2012,Employment Insurance Data,11.5,23,16.6,2012-2013,Employment Insurance Data,12,24.5,17,2011-2012,Employment Insurance Data,,,,,
